|Country|Channel Name|Category|Main Video Category|username|followers|Main topic|More topics|Likes|Boost Index|Engagement Rate|Engagement Rate 60days|Views|Views Avg.|Avg. 1 Day|Avg. 3 Day|Avg. 7 Day|Avg. 14 Day|Avg. 30 day|Avg. 60 day|Comments Avg|Youtube Link
475|IN|zeetv|Gaming & Apps|Entertainment|zeetv|62100000|TV shows|TV shows,Movies,Entertainment|37475050.78592198|75|0.0015876762131666|0.0054642127172561|16034166113|24789.70339853434||222143.57894736843|246071.78|329388.528|315080.81660899654|338680.5290178572|16.453028571428572|UCppHT7SZKKvar4Oc9J4oljQ
675|IN|zeetv|Gaming & Apps|Entertainment|zeetv|62100000|TV shows|TV shows,Movies,Entertainment|37475050.78592198|75|0.0015876762131666|0.0054642127172561|16034166113|24789.70339853434||222143.57894736843|246071.78|329388.528|315080.81660899654|338680.5290178572|16.453028571428572|UCppHT7SZKKvar4Oc9J4oljQ
756|IN|Geet MP3||Music|Geet MP3|32600000|Movies|Music,Hip hop music,Music of Asia,Movies|102193367.22222222|70|0.3198547632924335|0.0637390433295951|11439441774|7285620.333333333||942012.0|535963.5714285715|930028.0|2231313.1578947366|1877587.2903225808|14499.4|UClZF7OsrECe3t_ADrjZEh_Q
671|IN|SAB TV|Gaming & Apps|Entertainment|SAB TV|69300000|Entertainment|Entertainment,TV shows,Movies|109283010.67816222|70|0.0025363618912195|0.0034900345940398|80431073293|160502.89774404137|72827.25|112895.18803418805|140187.53731343284|143057.95609756096|216374.80681818185|239781.15518744552|77.12499290135726|UC6-F5tO8uklgE9Zy8IvbdFw
669|IN|Goldmines Telefilms||Film & Animation|Goldmines Telefilms|72000000|Movies|Entertainment,Movies|63642295.55905512|69|0.0224438676574986|0.0062944041689925|17652030516|850610.1662035524|83611.5|104979.63888888888|86986.75|89256.875|201000.32212885155|435703.1469194313|495.47687007874015|UCyoXW-Dse7fURq30EWl_CUA
665|IN|Zee Music Company|Music|Music|Zee Music Company|85500000|Pop music|Music of Asia,Music,Pop music|210395355.2550753|76|0.0299394154667478|0.021687585540266|48162039794|1106508.6933333331|18710.0|1631243.1666666667|1367778.88|1800404.0377358492|2142683.9166666665|1819933.2470588237|1771.2442698100851|UCFFbwnve3yF62-tVXkTyHqg
659|IN|SET India|Gaming & Apps|Shows|SET India|137000000|Movies|Entertainment,TV shows,Music,Movies|174875242.59500712|79|0.0012062699230316|0.0023656925348519|121741739317|109572.8783624031||586040.0|280127.63636363635|343788.13333333336|353601.8571428572|322033.6101694915|76.24431635100784|UCpEhnqL0y41EpW2TvWAHD7Q
657|IN|T-Series|Gaming & Apps|Music|T-Series|220000000|Music of Asia|Entertainment,Music of Asia,Music,Movies|1602680172.346427|83|0.0334631313309383|0.0108794834708074|195660744416|2095329.131972789|152244.83333333334|2134569.625|1809830.395348837|2306178.205479452|1676329.8413793102|2295416.1446945337|4493.984145764316|UCq-Fj5jknLsUf-MWSy4_brA
654|IN|Amit Bhadana||Entertainment|Amit Bhadana|24000000|Entertainment|Music,Movies,Entertainment|113983128.84210524|60|1.0158530860745614|0.0557998146929824|2227021034|29834436.0|0.0|0.0|0.0|0.0|0.0|0.0|100248.5|UC_vcKmg67vjMP7ciLnSxSHQ
760|IN|T-Series Apna Punjab|Gaming & Apps|Music|T-Series Apna Punjab|32000000|Music|Music,Music of Asia|90640279.52384804|66|0.0364357236655937|0.011985001244561|18718057901|1076795.5769607844|8860.333333333334|224061.875|200608.35|247945.02564102568|275649.0333333333|368579.0588235294|747.3888439773646|UCcvNYxWXR_5TjVK7cSCdW-g
761|IN|KHANDESHI MOVIES||Comedy|KHANDESHI MOVIES|31800000|Entertainment|Humor,Movies,Entertainment|34001587.64912281|66|1.14953131983525|0.1331650028594093|10567312169|43266439.5||||1339541.0|2775073.5|4037197.0|3274.0818713450294|UCP84QWij0alw4MvzqzyfOnw
620|IN|infobells - Telugu|Gaming & Apps|Education|infobells - Telugu|26100000|Entertainment|Music,Movies,Entertainment|10179286.71372549|60|0.2606954040001966|0.0316629052162372|13297351906|3496057.0||31393.0|31393.0|253199.5|740506.0|801919.2222222222|13.16470588235294|UCHvoq_rGmOKJKGId1nD1V4Q
618|IN|Zee News|Gaming & Apps|News & Politics|Zee News|26200000|Society|Society|324850950.0154331|59|0.0043766168423094|0.0090157096364433|11593253864|65172.48612151685|93759.23655913978|112177.57213930348|111561.04854368932|112716.8738317757|201981.5653266332|233677.68894601543|238.93182277968845|UCIvaYmXn910QMdemBG3v1pQ
764|IN|IndiaTV||News & Politics|IndiaTV|31300000|Society|Society|117119044.80752824|64|0.0012839499165916|0.0018476860895716|12862571203|19848.89989490173|26043.565656565657|28263.98009950249|28229.90147783251|27879.46859903381|31288.762711864405|57265.13936430318|64.48266714464958|UCttspZesZIDEwwpVIgoZtWQ
616|IN|MR. INDIAN HACKER||People & Blogs|MR. INDIAN HACKER|26300000|Vehicles|Vehicles,Lifestyle|245168516.5132743|37|0.1370843291645675|0.2934097614588506|4480530010|4168971.3|3472638.0|3472638.0|3472638.0|4345155.0|7215870.0625|7338307.588235294|15507.884955752212|UCSiDGb0MnHFGjs4E2WKvShw
612|IN|Round2hell||Comedy|Round2hell|26800000|Entertainment|Entertainment,Movies|129404344.1632653|46|1.960562612701797|1.5190442681998173|2860744608|67512106.75||||||38739754.0|67627.32653061225|UCt4atlExw8aj3Bm79nv1fig
676|IN|Shemaroo Filmi Gaane|Gaming & Apps|Music|Shemaroo Filmi Gaane|60700000|Entertainment|Music,Movies,Music of Asia,Entertainment|12480195.256397134|71|0.0058060779435704|0.0012824386786837|28365791631|138098.61182934712|8916.25|16766.81818181818|24047.75|31639.225|38085.36|76050.69718309859|60.74232343909928|UCP6uH_XlsxrXwZQ4DlqbqPg
680|IN|ChuChu TV Nursery Rhymes & Kids Songs|Music|Education|ChuChu TV Nursery Rhymes & Kids Songs|57100000|Movies|Music,Movies,Entertainment|31942735.0|78|0.2827540069232636|0.0277157322785192|38747673464|14184379.75|144947.0|144947.0|175419.0|300547.2|850792.8333333334|1518682.7931034483|0.05|UCBnZ16ahKA2DZ_T5W0FPUXg
682|IN|Colors TV|Gaming & Apps|Entertainment|Colors TV|53400000|Movies|TV shows,Movies,Entertainment|182929448.02476615|73|0.0043755924046414|0.0015152100335221|50613413464|298656.93571428565|73708.5|76024.61904761905|78609.05970149254|78609.05970149254|78609.05970149254|78609.05970149254|93.5163139329806|UC55IWqFLDH1Xp7iu1_xknRA
683|IN|Wave Music|Music|Music|Wave Music|52800000|Music|Entertainment,Music,Music of Asia,Movies|135816576.58789626|70|0.0141209392091223|0.0101600780654323|36796548363|381289.2333333333||200310.5|120323.6|386048.5454545455|219288.78125|528557.0789473684|624.7374319564522|UC22nIfOTM7KLIQuFGMKzQbg
738|IN|Jkk Entertainment||Comedy|Jkk Entertainment|35300000|Movies|Humor,Movies,Entertainment|57770963.7295082|66|2.023618173728336|0.2945939586384466|14926283850|95969313.0||1545877.0|1545877.0|1545877.0|2765762.5|9916138.25|3806.3360655737706|UC5tuYcCdiKuF5Y2ZonuarwA
733|IN|CarryMinati|Gaming & Apps|Comedy|CarryMinati|36000000|Music|Music,Action game,Movies,Entertainment|649801095.3870968|61|1.1765236680107527|0.1069469838709677|2925375307|45650538.0|0.0|0.0|0.0|0.0|0.0|0.0|199523.46774193548|UCj22tfcQrWG7EMEKS0qLeEg
725|IN|Ishtar Music|Gaming & Apps|Music|Ishtar Music|37400000|Music of Asia|Music,Music of Asia|18094603.997867804|62|0.0186212808010261|0.000824640216907|14749662467|126009.35416666669|6042.0|15686.5|24412.5|27083.85714285714|25126.58333333333|26636.22641509434|235.4616204690832|UCWi_65E_L8tQZ34C6wVAlpQ
721|IN|Voot Kids||Entertainment|Voot Kids|38100000|Entertainment|Movies,TV shows,Entertainment|46360335.98812095|51|0.0988783817499208|0.1207710692005263|17243982736|4136043.3333333335|26555.0|1309208.0|1824388.5151515151|1679224.0277777778|2486546.2524271845|3656633.904761905|18.61297297297297|UCJg19noZp7-BYIGvypu_cow
720|IN|Shemaroo|Music|Entertainment|Shemaroo|38200000|Movies|Entertainment,TV shows,Movies|19334895.59923664|69|0.0118512033361982|0.0091525977883239|20326343958|292699.6082995952|472591.75|242466.5|182415.6052631579|318176.9166666667|389478.34857142856|347564.3775510204|51.64517669531996|UCF1JIbMUs6uqoZEY1Haw0GQ
712|IN|Speed Records|Gaming & Apps|Music|Speed Records|40500000|Music of Asia|Music of Asia,Music|155670991.22908747|70|0.027481222392386|0.0050243866713139|24158005861|155542.61130434778|11633.0|27105.666666666668|77903.65|73897.29166666667|170820.40277777778|186988.784|1219.0380228136885|UCOsyDsO5tIt-VZ1iwjdQmew
750|IN|ABP NEWS||People & Blogs|ABP NEWS|32900000|Society|Society|74402420.46344294|62|0.0008891835518267|0.0006412800180948|10255466904|15583.363197071028|9667.79646017699|11826.11|14875.607142857143|16760.5|25158.514370664023|20690.327577450484|70.35142317121095|UCRWFSbif-RFENbBrSiez1DA
611|IN|infobells - Tamil|Gaming & Apps|Education|infobells - Tamil|26800000|Music|Entertainment,Music,Movies|33809680.243902445|54|0.7354389002382683|0.1164533461665973|16380874723|10500117.75|||681903.0|735176.5|759345.75|3046642.625|0.0627177700348432|UCHcn4Ux-sO9nzNu7rDsoQLg
751|IN|Total Gaming||Gaming|Total Gaming|32900000|Gaming|Gaming,Action game,Role-playing video game|349783527.76873857|61|0.0591999726749387|0.0526047846627145|5868383776|2548951.2818181817|237626.0|556569.0|817822.2|998954.3333333334|1170182.1578947369|1538007.9268292682|6038.726691042048|UC5c9VlYTSvBSCaoMu_GI6gQ
753|IN|Ultra Bollywood|Gaming & Apps|Entertainment|Ultra Bollywood|32700000|Movies|Movies,Entertainment|20774265.96996663|68|0.0139699769898014|0.0331397090048076|15170479664|213737.67481203008|44195.0|219203.25|92666.69230769233|217589.4|455591.8|1077979.0625|60.51167964404895|UCmL1WlDI8UkXDXCXcBQN9CA
699|IN|Infobells - Hindi|Gaming & Apps|Education|Infobells - Hindi|44700000|Music|Music,Movies,Entertainment|24257065.2|62|0.3034212901082259|0.0409726561525092|25062652229|7839576.0|42190.0|42190.0|42190.0|640010.5|1909057.2|1743032.7777777778|68.36170212765957|UC1ciY6kR3yj3kaKZ6R7ewAg
693|IN|YRF|Gaming & Apps|Music|YRF|46900000|Music of Asia|Music,Movies,Music of Asia,Entertainment|230841570.37946427|72|0.1139669104102463|0.0796177606839825|28692968075|1160703.0|123821.66666666669|122221.77777777778|1537511.5384615385|4243331.821428572|2825437.0681818184|3650802.2558139535|3818.832589285714|UCbTLwN10NoCU4WDzLf1JMOA
690|IN|T-Series Bhakti Sagar|Gaming & Apps|Music|T-Series Bhakti Sagar|51300000|Music|Music,Music of Asia|27470145.636768952|68|0.005713600123513|0.0006981779490138|23663272345|57639.06759615385|3746.6666666666665|11400.545454545454|17000.305555555555|22836.988764044945|27206.46994535519|34544.42492917847|109.4447941253606|UCaayLD9i5x4MmIoVZxXSv_g
688|IN|Sony Music India|Music|Music|Sony Music India|51600000|Pop music|Music,Music of Asia,Pop music|406235612.40865386|74|0.1605030218134655|0.0233348566503943|24301972405|3160971.333333333|121123.5|198616.8|198282.0|947168.8421052631|915714.2790697674|1065197.646341463|7214.261217948718|UC56gTxNs4f9xZ7Pa2i5xNzg
687|IN|Tips Official|Gaming & Apps|Music|Tips Official|52000000|Music|Music,Music of Asia|35849829.85207101|67|0.0517059029380183|0.0146526343785196|27298793597|711603.375|90341.0|672895.0|388348.3333333333|490603.4117647059|600848.2741935484|748163.4913793104|655.4644970414201|UCJrDMFOdv1I2k8n9oK_V21w
685|IN|Aaj Tak|Gaming & Apps|News & Politics|Aaj Tak|52300000|Society|Society|204913414.41026804|67|0.0024718681685098|0.0012716875214248|19574295579|68319.62263812577|32979.65193370166|35508.87254901961|38195.90909090909|44029.7905982906|75312.6497005988|65271.83708370837|159.21237094729216|UCt4t-jeY85JegMlZ-E5UWtA
752|IN|Desi Music Factory|Music|Music|Desi Music Factory|32800000|Music|Music,Music of Asia,Pop music|168803623.8317757|52|2.765772049527663|0.3483647890029241|9383986010|135941380.0||||8214380.5|8214380.5|9912644.0|93619.1308411215|UCLtNvbkqea8wN_kGtfgx_Mw
796|IN|Worldwide Records Bhojpuri|Gaming & Apps|Music|Worldwide Records Bhojpuri|28100000|Music of Asia|Music,Movies,Music of Asia|40014250.203924686|59|0.0356079745539673|0.0193813173224311|14212409251|117362.64285714288|90344.0|60845.25|78364.85714285714|227342.57142857145|515795.2|533375.369047619|501.0535666931849|UCbomPUMyPHCgrqD5iYnzj1A
605|IN|Techno Gamerz||Gaming|Techno Gamerz|27500000|Action game|Gaming,Action game,Role-playing video game,Music,Action-adventure game|350302694.12903225|20|0.2627115082697946|0.3006543011311269|6945063533|10295601.666666666|447485.0|1783978.5|3374544.333333333|5457865.333333333|7033370.2727272725|7812998.571428572|32943.27096774193|UCX8pnu3DYUnx8qy8V_c6oHg
769|IN|Eros Now|Gaming & Apps|Entertainment|Eros Now|30700000|Entertainment|Music,Movies,Music of Asia,Entertainment|24201444.68882175|74|0.0085339227791936|0.0007625895160115|16411208086|46730.0||6564.5|10612.57142857143|13546.875|16167.657142857142|20762.015625|95.59818731117824|UCX52tYZiEh_mHoFja3Veciw
533|IN|CarryMinati|Gaming & Apps|Comedy|CarryMinati|36000000|Music|Music,Action game,Movies,Entertainment|649801095.3870968|61|1.1765236680107527|0.1069469838709677|2925375307|45650538.0|0.0|0.0|0.0|0.0|0.0|0.0|199523.46774193548|UCj22tfcQrWG7EMEKS0qLeEg
525|IN|Ishtar Music|Gaming & Apps|Music|Ishtar Music|37400000|Music of Asia|Music,Music of Asia|18094603.997867804|62|0.0186212808010261|0.000824640216907|14749662467|126009.35416666669|6042.0|15686.5|24412.5|27083.85714285714|25126.58333333333|26636.22641509434|235.4616204690832|UCWi_65E_L8tQZ34C6wVAlpQ
520|IN|Shemaroo|Music|Entertainment|Shemaroo|38200000|Movies|Entertainment,TV shows,Movies|19334895.59923664|69|0.0118512033361982|0.0091525977883239|20326343958|292699.6082995952|472591.75|242466.5|182415.6052631579|318176.9166666667|389478.34857142856|347564.3775510204|51.64517669531996|UCF1JIbMUs6uqoZEY1Haw0GQ
512|IN|Speed Records|Gaming & Apps|Music|Speed Records|40500000|Music of Asia|Music of Asia,Music|155670991.22908747|70|0.027481222392386|0.0050243866713139|24158005861|155542.61130434778|11633.0|27105.666666666668|77903.65|73897.29166666667|170820.40277777778|186988.784|1219.0380228136885|UCOsyDsO5tIt-VZ1iwjdQmew
792|IN|ashish chanchlani vines|Gaming & Apps|Comedy|ashish chanchlani vines|28400000|Entertainment|Movies,Entertainment|384468858.6666667|61|1.6566367851553767|0.0953980337581041|4009564528|63081958.25|0.0|0.0|0.0|0.0|0.0|0.0|93869.74603174604|UC7eHZXheF8nVOfwB2PEslMw
499|IN|Infobells - Hindi|Gaming & Apps|Education|Infobells - Hindi|44700000|Music|Music,Movies,Entertainment|24257065.2|62|0.3034212901082259|0.0409726561525092|25062652229|7839576.0|42190.0|42190.0|42190.0|640010.5|1909057.2|1743032.7777777778|68.36170212765957|UC1ciY6kR3yj3kaKZ6R7ewAg
493|IN|YRF|Gaming & Apps|Music|YRF|46900000|Music of Asia|Music,Movies,Music of Asia,Entertainment|230841570.37946427|72|0.1139669104102463|0.0796177606839825|28692968075|1160703.0|123821.66666666669|122221.77777777778|1537511.5384615385|4243331.821428572|2825437.0681818184|3650802.2558139535|3818.832589285714|UCbTLwN10NoCU4WDzLf1JMOA
490|IN|T-Series Bhakti Sagar|Gaming & Apps|Music|T-Series Bhakti Sagar|51300000|Music|Music,Music of Asia|27470145.636768952|68|0.005713600123513|0.0006981779490138|23663272345|57639.06759615385|3746.6666666666665|11400.545454545454|17000.305555555555|22836.988764044945|27206.46994535519|34544.42492917847|109.4447941253606|UCaayLD9i5x4MmIoVZxXSv_g
488|IN|Sony Music India|Music|Music|Sony Music India|51600000|Pop music|Music,Music of Asia,Pop music|406235612.40865386|74|0.1605030218134655|0.0233348566503943|24301972405|3160971.333333333|121123.5|198616.8|198282.0|947168.8421052631|915714.2790697674|1065197.646341463|7214.261217948718|UC56gTxNs4f9xZ7Pa2i5xNzg
487|IN|Tips Official|Gaming & Apps|Music|Tips Official|52000000|Music|Music,Music of Asia|35849829.85207101|67|0.0517059029380183|0.0146526343785196|27298793597|711603.375|90341.0|672895.0|388348.3333333333|490603.4117647059|600848.2741935484|748163.4913793104|655.4644970414201|UCJrDMFOdv1I2k8n9oK_V21w
485|IN|Aaj Tak|Gaming & Apps|News & Politics|Aaj Tak|52300000|Society|Society|204913414.41026804|67|0.0024718681685098|0.0012716875214248|19574295579|68319.62263812577|32979.65193370166|35508.87254901961|38195.90909090909|44029.7905982906|75312.6497005988|65271.83708370837|159.21237094729216|UCt4t-jeY85JegMlZ-E5UWtA
483|IN|Wave Music|Music|Music|Wave Music|52800000|Music|Entertainment,Music,Music of Asia,Movies|135816576.58789626|70|0.0141209392091223|0.0101600780654323|36796548363|381289.2333333333||200310.5|120323.6|386048.5454545455|219288.78125|528557.0789473684|624.7374319564522|UC22nIfOTM7KLIQuFGMKzQbg
482|IN|Colors TV|Gaming & Apps|Entertainment|Colors TV|53400000|Movies|TV shows,Movies,Entertainment|182929448.02476615|73|0.0043755924046414|0.0015152100335221|50613413464|298656.93571428565|73708.5|76024.61904761905|78609.05970149254|78609.05970149254|78609.05970149254|78609.05970149254|93.5163139329806|UC55IWqFLDH1Xp7iu1_xknRA
480|IN|ChuChu TV Nursery Rhymes & Kids Songs|Music|Education|ChuChu TV Nursery Rhymes & Kids Songs|57100000|Movies|Music,Movies,Entertainment|31942735.0|78|0.2827540069232636|0.0277157322785192|38747673464|14184379.75|144947.0|144947.0|175419.0|300547.2|850792.8333333334|1518682.7931034483|0.05|UCBnZ16ahKA2DZ_T5W0FPUXg
476|IN|Shemaroo Filmi Gaane|Gaming & Apps|Music|Shemaroo Filmi Gaane|60700000|Entertainment|Music,Movies,Music of Asia,Entertainment|12480195.256397134|71|0.0058060779435704|0.0012824386786837|28365791631|138098.61182934712|8916.25|16766.81818181818|24047.75|31639.225|38085.36|76050.69718309859|60.74232343909928|UCP6uH_XlsxrXwZQ4DlqbqPg
785|IN|Saregama Music|Gaming & Apps|Music|Saregama Music|29200000|Music of Asia|Music,Music of Asia|41491719.47758621|57|0.0248644318995141|0.0289852432831694|11819860122|48706.46666666667|7734.25|16775.571428571428|26098.96|66459.69767441861|1054276.5|835447.4133333333|545.8334482758621|UC_A7K2dXFsTMAciGmnNxy-Q
538|IN|Jkk Entertainment||Comedy|Jkk Entertainment|35300000|Movies|Humor,Movies,Entertainment|57770963.7295082|66|2.023618173728336|0.2945939586384466|14926283850|95969313.0||1545877.0|1545877.0|1545877.0|2765762.5|9916138.25|3806.3360655737706|UC5tuYcCdiKuF5Y2ZonuarwA
544|IN|Goldmines Gaane Sune Ansune|Gaming & Apps|Music|Goldmines Gaane Sune Ansune|33800000|Music of Asia|Music,Movies,Music of Asia,Entertainment|3356772.5584346903|63|0.0087495889965081|0.00597686195782|13932481911|143054.41428571427|5318.666666666667|31948.727272727272|37739.7037037037|49622.208333333336|116277.08791208793|193126.2272727273|38.60708619777896|UCtW7qWjpCZ8zps-Cf2NF26w
550|IN|ABP NEWS||People & Blogs|ABP NEWS|32900000|Society|Society|74402420.46344294|62|0.0008891835518267|0.0006412800180948|10255466904|15583.363197071028|9667.79646017699|11826.11|14875.607142857143|16760.5|25158.514370664023|20690.327577450484|70.35142317121095|UCRWFSbif-RFENbBrSiez1DA
596|IN|Worldwide Records Bhojpuri|Gaming & Apps|Music|Worldwide Records Bhojpuri|28100000|Music of Asia|Music,Movies,Music of Asia|40014250.203924686|59|0.0356079745539673|0.0193813173224311|14212409251|117362.64285714288|90344.0|60845.25|78364.85714285714|227342.57142857145|515795.2|533375.369047619|501.0535666931849|UCbomPUMyPHCgrqD5iYnzj1A
592|IN|ashish chanchlani vines|Gaming & Apps|Comedy|ashish chanchlani vines|28400000|Entertainment|Movies,Entertainment|384468858.6666667|61|1.6566367851553767|0.0953980337581041|4009564528|63081958.25|0.0|0.0|0.0|0.0|0.0|0.0|93869.74603174604|UC7eHZXheF8nVOfwB2PEslMw
585|IN|Saregama Music|Gaming & Apps|Music|Saregama Music|29200000|Music of Asia|Music,Music of Asia|41491719.47758621|57|0.0248644318995141|0.0289852432831694|11819860122|48706.46666666667|7734.25|16775.571428571428|26098.96|66459.69767441861|1054276.5|835447.4133333333|545.8334482758621|UC_A7K2dXFsTMAciGmnNxy-Q
577|IN|Rajshri|Gaming & Apps|Entertainment|Rajshri|30000000|Movies|Movies,Entertainment|4584371.671749598|69|0.0095401450818056|0.0008489717534707|13085061444|62705.11111111111|9033.0|16427.5|25447.714285714286|22456.321428571428|45200.606060606064|22898.03125|44.76083467094704|UCEKWXRsfUHkan-D_ljU8Asw
576|IN|Bollywood Classics|Music|Music|Bollywood Classics|30200000|Music|Music,Music of Asia,Pop music|16021508.486486487|57|0.0951384363293059|0.0063366423614249|18875735928|471105.5|||26000.5|365526.2|190716.7272727273|181174.5555555556|235.993993993994|UCRm96I5kmb_iGFofE5N691w
569|IN|Eros Now|Gaming & Apps|Entertainment|Eros Now|30700000|Entertainment|Music,Movies,Music of Asia,Entertainment|24201444.68882175|74|0.0085339227791936|0.0007625895160115|16411208086|46730.0||6564.5|10612.57142857143|13546.875|16167.657142857142|20762.015625|95.59818731117824|UCX52tYZiEh_mHoFja3Veciw
296|IN|Voot Kids||Entertainment|Voot Kids|38100000|Entertainment|Movies,TV shows,Entertainment|46360335.98812095|51|0.0988783817499208|0.1207710692005263|17243982736|4136043.3333333335|26555.0|1309208.0|1824388.5151515151|1679224.0277777778|2486546.2524271845|3656633.904761905|18.61297297297297|UCJg19noZp7-BYIGvypu_cow
602|IN|Wow Kidz|Gaming & Apps|Film & Animation|Wow Kidz|27600000|Entertainment|Humor,Movies,TV shows,Entertainment|13298666.41434263|60|0.0237304234422458|0.0434138426197172|14736833480|588863.7555555556||24245.0|527084.5|441048.0|718734.25|1177252.0|9.313413014608232|UCN8S4CqMRy6tVKVXvs7Bzeg
564|IN|IndiaTV||News & Politics|IndiaTV|31300000|Society|Society|117119044.80752824|64|0.0012839499165916|0.0018476860895716|12862571203|19848.89989490173|26043.565656565657|28263.98009950249|28229.90147783251|27879.46859903381|31288.762711864405|57265.13936430318|64.48266714464958|UCttspZesZIDEwwpVIgoZtWQ
777|IN|Rajshri|Gaming & Apps|Entertainment|Rajshri|30000000|Movies|Movies,Entertainment|4584371.671749598|69|0.0095401450818056|0.0008489717534707|13085061444|62705.11111111111|9033.0|16427.5|25447.714285714286|22456.321428571428|45200.606060606064|22898.03125|44.76083467094704|UCEKWXRsfUHkan-D_ljU8Asw
561|IN|KHANDESHI MOVIES||Comedy|KHANDESHI MOVIES|31800000|Entertainment|Humor,Movies,Entertainment|34001587.64912281|66|1.14953131983525|0.1331650028594093|10567312169|43266439.5||||1339541.0|2775073.5|4037197.0|3274.0818713450294|UCP84QWij0alw4MvzqzyfOnw
560|IN|T-Series Apna Punjab|Gaming & Apps|Music|T-Series Apna Punjab|32000000|Music|Music,Music of Asia|90640279.52384804|66|0.0364357236655937|0.011985001244561|18718057901|1076795.5769607844|8860.333333333334|224061.875|200608.35|247945.02564102568|275649.0333333333|368579.0588235294|747.3888439773646|UCcvNYxWXR_5TjVK7cSCdW-g
556|IN|Geet MP3||Music|Geet MP3|32600000|Movies|Music,Hip hop music,Music of Asia,Movies|102193367.22222222|70|0.3198547632924335|0.0637390433295951|11439441774|7285620.333333333||942012.0|535963.5714285715|930028.0|2231313.1578947366|1877587.2903225808|14499.4|UClZF7OsrECe3t_ADrjZEh_Q
553|IN|Ultra Bollywood|Gaming & Apps|Entertainment|Ultra Bollywood|32700000|Movies|Movies,Entertainment|20774265.96996663|68|0.0139699769898014|0.0331397090048076|15170479664|213737.67481203008|44195.0|219203.25|92666.69230769233|217589.4|455591.8|1077979.0625|60.51167964404895|UCmL1WlDI8UkXDXCXcBQN9CA
552|IN|Desi Music Factory|Music|Music|Desi Music Factory|32800000|Music|Music,Music of Asia,Pop music|168803623.8317757|52|2.765772049527663|0.3483647890029241|9383986010|135941380.0||||8214380.5|8214380.5|9912644.0|93619.1308411215|UCLtNvbkqea8wN_kGtfgx_Mw
551|IN|Total Gaming||Gaming|Total Gaming|32900000|Gaming|Gaming,Action game,Role-playing video game|349783527.76873857|61|0.0591999726749387|0.0526047846627145|5868383776|2548951.2818181817|237626.0|556569.0|817822.2|998954.3333333334|1170182.1578947369|1538007.9268292682|6038.726691042048|UC5c9VlYTSvBSCaoMu_GI6gQ
776|IN|Bollywood Classics|Music|Music|Bollywood Classics|30200000|Music|Music,Music of Asia,Pop music|16021508.486486487|57|0.0951384363293059|0.0063366423614249|18875735928|471105.5|||26000.5|365526.2|190716.7272727273|181174.5555555556|235.993993993994|UCRm96I5kmb_iGFofE5N691w
295|IN|Shemaroo|Music|Entertainment|Shemaroo|38200000|Movies|Entertainment,TV shows,Movies|19334895.59923664|69|0.0118512033361982|0.0091525977883239|20326343958|292699.6082995952|472591.75|242466.5|182415.6052631579|318176.9166666667|389478.34857142856|347564.3775510204|51.64517669531996|UCF1JIbMUs6uqoZEY1Haw0GQ
0|IN|T-Series|Gaming & Apps|Music|T-Series|220000000|Music of Asia|Entertainment,Music of Asia,Music,Movies|1602680172.346427|83|0.0334631313309383|0.0108794834708074|195660744416|2095329.131972789|152244.83333333334|2134569.625|1809830.395348837|2306178.205479452|1676329.8413793102|2295416.1446945337|4493.984145764316|UCq-Fj5jknLsUf-MWSy4_brA
84|IN|SET India|Gaming & Apps|Shows|SET India|137000000|Movies|Entertainment,TV shows,Music,Movies|174875242.59500712|79|0.0012062699230316|0.0023656925348519|121741739317|109572.8783624031||586040.0|280127.63636363635|343788.13333333336|353601.8571428572|322033.6101694915|76.24431635100784|UCpEhnqL0y41EpW2TvWAHD7Q
115|IN|T-Series Bhakti Sagar|Gaming & Apps|Music|T-Series Bhakti Sagar|51300000|Music|Music,Music of Asia|27470145.636768952|68|0.005713600123513|0.0006981779490138|23663272345|57639.06759615385|3746.6666666666665|11400.545454545454|17000.305555555555|22836.988764044945|27206.46994535519|34544.42492917847|109.4447941253606|UCaayLD9i5x4MmIoVZxXSv_g
113|IN|Sony Music India|Music|Music|Sony Music India|51600000|Pop music|Music,Music of Asia,Pop music|406235612.40865386|74|0.1605030218134655|0.0233348566503943|24301972405|3160971.333333333|121123.5|198616.8|198282.0|947168.8421052631|915714.2790697674|1065197.646341463|7214.261217948718|UC56gTxNs4f9xZ7Pa2i5xNzg
124|IN|Infobells - Hindi|Gaming & Apps|Education|Infobells - Hindi|44700000|Music|Music,Movies,Entertainment|24257065.2|62|0.3034212901082259|0.0409726561525092|25062652229|7839576.0|42190.0|42190.0|42190.0|640010.5|1909057.2|1743032.7777777778|68.36170212765957|UC1ciY6kR3yj3kaKZ6R7ewAg
49|IN|Infobells - Hindi|Gaming & Apps|Education|Infobells - Hindi|44700000|Music|Music,Movies,Entertainment|24257065.2|62|0.3034212901082259|0.0409726561525092|25062652229|7839576.0|42190.0|42190.0|42190.0|640010.5|1909057.2|1743032.7777777778|68.36170212765957|UC1ciY6kR3yj3kaKZ6R7ewAg
9|IN|SET India|Gaming & Apps|Shows|SET India|137000000|Movies|Entertainment,TV shows,Music,Movies|174875242.59500712|79|0.0012062699230316|0.0023656925348519|121741739317|109572.8783624031||586040.0|280127.63636363635|343788.13333333336|353601.8571428572|322033.6101694915|76.24431635100784|UCpEhnqL0y41EpW2TvWAHD7Q
