|Country|Channel Name|Category|Main Video Category|username|followers|Main topic|More topics|Likes|Boost Index|Engagement Rate|Engagement Rate 60days|Views|Views Avg.|Avg. 1 Day|Avg. 3 Day|Avg. 7 Day|Avg. 14 Day|Avg. 30 day|Avg. 60 day|Comments Avg|Youtube Link
736|AE|shfa2 - شفا||People & Blogs|shfa2 - شفا|35600000|Lifestyle|Lifestyle,Hobby|33139055.27883881|25|0.1512135034248633|0.027334772808817|20513944057|3087191.1809523813|14977.0|258225.3333333333|328154.9|381734.2352941177|562335.6176470588|947859.4857142858|0.0|UCQ7x25F6YXY9DvGeHFxLhRQ
536|AE|shfa2 - شفا||People & Blogs|shfa2 - شفا|35600000|Lifestyle|Lifestyle,Hobby|33139055.27883881|25|0.1512135034248633|0.027334772808817|20513944057|3087191.1809523813|14977.0|258225.3333333333|328154.9|381734.2352941177|562335.6176470588|947859.4857142858|0.0|UCQ7x25F6YXY9DvGeHFxLhRQ
535|AE|shfa|LifeStyle|People & Blogs|shfa|35600000|Food|Lifestyle,Hobby,Food|100292545.15|28|0.5323437337087297|0.1201885306610784|18836836311|20460783.2|77867.0|893310.5|1768163.0|2579782.4285714286|3213024.785714286|4158019.9285714286|2.7796296296296297|UCwHE1kM1CPJd_pI9FQ0-4dg
735|AE|shfa|LifeStyle|People & Blogs|shfa|35600000|Food|Lifestyle,Hobby,Food|100292545.15|28|0.5323437337087297|0.1201885306610784|18836836311|20460783.2|77867.0|893310.5|1768163.0|2579782.4285714286|3213024.785714286|4158019.9285714286|2.7796296296296297|UCwHE1kM1CPJd_pI9FQ0-4dg
766|AR|La Granja de Zenón|Music|Music|La Granja de Zenón|31200000|Entertainment|Music,Movies,Entertainment|8862147.77638191|65|0.1396151637032101|0.0340363019654131|22499719782|4673667.25||60916.0|148163.5|439132.4|687614.0|1045667.7142857144|4.085427135678392|UCwpcLKMwiuPg4aqImpGk6Ew
566|AR|La Granja de Zenón|Music|Music|La Granja de Zenón|31200000|Entertainment|Music,Movies,Entertainment|8862147.77638191|65|0.1396151637032101|0.0340363019654131|22499719782|4673667.25||60916.0|148163.5|439132.4|687614.0|1045667.7142857144|4.085427135678392|UCwpcLKMwiuPg4aqImpGk6Ew
817|AU|Bounce Patrol - Kids Songs|Music|Music|Bounce Patrol - Kids Songs|26200000|Music|Music|29776135.444444448|60|3.1235834036426944|0.0264478604749787|18680919326|74292444.75|||117571.0|117571.0|117571.0|545527.3333333334|0.0|UC56cowXhoqRWHeqfSJkIQaA
617|AU|Bounce Patrol - Kids Songs|Music|Music|Bounce Patrol - Kids Songs|26200000|Music|Music|29776135.444444448|60|3.1235834036426944|0.0264478604749787|18680919326|74292444.75|||117571.0|117571.0|117571.0|545527.3333333334|0.0|UC56cowXhoqRWHeqfSJkIQaA
350|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
147|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
572|BR|Galinha Pintadinha|Music|Film & Animation|Galinha Pintadinha|30500000|Movies|Music,Movies,Entertainment|53343498.0|74|10.584083893746206|0.4394095573770492|22540668765|423923499.0|||||13943787.0|12541612.5|0.0|UCBAb_DK4GYZqZR9MFA7y2Xg
129|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
125|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
297|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
633|BR|Renato Garcia|Beauty & Fashion|Entertainment|Renato Garcia|25300000|Lifestyle|Vehicles,Lifestyle,Technology|625651148.33089|70|0.0543116755602094|0.0506176047008907|6792113850|1630536.1875|422286.5|531773.3333333334|736109.6923076923|881420.6153846154|1048555.8846153846|1084563.168831169|7229.669109947644|UChMJkHCD2wdvSO7CMOuLR-w
645|BR|Marília Mendonça|Gaming & Apps|Music|Marília Mendonça|24600000|Music of Latin America|Music of Latin America,Music,Pop music|90087647.6923077|71|5.428497421304982|0.0338366932457786|16185158471|205450048.0|0.0|0.0|0.0|0.0|0.0|0.0|13404.03846153846|UCwfEOn0O1DWcyTgzVVu28ig
99|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
674|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
700|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
704|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
73|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
72|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
722|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
723|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
148|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
298|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
279|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
523|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
354|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
249|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
372|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
373|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
399|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
223|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
222|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
429|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
447|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
448|BR|GR6 EXPLODE|Music|Music|GR6 EXPLODE|37500000|Music of Latin America|Music of Latin America,Hip hop music,Music|245579644.7184829|75|0.0779935278585755|0.0194076333208255|23660684066|1665857.181818182|62466.0|70089.66666666667|98606.57142857143|336731.4285714286|363677.7727272727|667434.6341463415|1047.1853632478633|UCNUQK9mQoqi4yNXw2_Rj6SA
204|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
200|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
474|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
500|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
504|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
275|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
522|BR|Luccas Neto|Beauty & Fashion|People & Blogs|Luccas Neto|37500000|Lifestyle|Entertainment,TV shows,Lifestyle,Movies|156622828.8173285|75|0.1202708255884476|0.0213778321450682|20208165033|6212180.3625||196756.0|401265.0|374630.3333333333|463936.5714285714|716551.1379310344|364.9545126353791|UC_gV70G_Y51LTa3qhu8KiEA
324|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
174|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
425|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
833|BR|Renato Garcia|Beauty & Fashion|Entertainment|Renato Garcia|25300000|Lifestyle|Vehicles,Lifestyle,Technology|625651148.33089|70|0.0543116755602094|0.0506176047008907|6792113850|1630536.1875|422286.5|531773.3333333334|736109.6923076923|881420.6153846154|1048555.8846153846|1084563.168831169|7229.669109947644|UChMJkHCD2wdvSO7CMOuLR-w
772|BR|Galinha Pintadinha|Music|Film & Animation|Galinha Pintadinha|30500000|Movies|Music,Movies,Entertainment|53343498.0|74|10.584083893746206|0.4394095573770492|22540668765|423923499.0|||||13943787.0|12541612.5|0.0|UCBAb_DK4GYZqZR9MFA7y2Xg
24|BR|Canal KondZilla|Music|Music|Canal KondZilla|65800000|Music|Music,Hip hop music,Music of Latin America|116511691.05003524|81|0.0408293500924277|0.0064059341474751|36444038220|730263.3214285715|9811.0|15391.75|21584.571428571428|43921.27272727273|477777.3461538461|369797.34146341466|1165.7540521494009|UCffDXn7ycAzwL2LDlbyWOTw
50|BR|Felipe Neto|Gaming & Apps|Entertainment|Felipe Neto|44200000|Entertainment|Entertainment,Gaming,Lifestyle,Movies|763318296.964|79|0.0450043859024635|0.0282000491477437|15287605140|2639779.769230769|479430.0|608169.4285714285|851860.7272727273|866177.3703703703|1027319.075471698|1014900.5963302752|10482.121333333333|UCV306eHqgo0LvBf3Mh36AHg
845|BR|Marília Mendonça|Gaming & Apps|Music|Marília Mendonça|24600000|Music of Latin America|Music of Latin America,Music,Pop music|90087647.6923077|71|5.428497421304982|0.0338366932457786|16185158471|205450048.0|0.0|0.0|0.0|0.0|0.0|0.0|13404.03846153846|UCwfEOn0O1DWcyTgzVVu28ig
54|BR|Você Sabia?|Gaming & Apps|Entertainment|Você Sabia?|43100000|Entertainment|Entertainment,Lifestyle|449621753.4482225|75|0.0659846793109623|0.0386398572614768|7206933910|3441983.4||773250.0|650360.0|624975.3333333334|994299.5|1300165.181818182|13671.029366306027|UCj0O6W8yDuLg3iraAXKgCrQ
435|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
60|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
510|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
135|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
710|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
360|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
210|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
285|BY|A4|Beauty & Fashion|Gaming|A4|40600000|Lifestyle|Entertainment,Lifestyle,Technology,Movies|766852537.960217|61|0.4668934029788257|0.2858316092655863|15999397373|22298424.9375||6596001.0|7241542.25|8166221.75|9195432.11764706|10282514.636363637|97244.64556962025|UC2tsySbe9TNrI-xh2lximHA
647|CA|WatchMojo.com||Entertainment|WatchMojo.com|24500000|Entertainment|Entertainment,TV shows,Movies|89134391.8423841|79|0.007191424138397|0.0045206567174143|15567059078|196718.96538461535|26309.375|56216.17391304348|66655.63265306123|74661.97916666667|95399.0808080808|106078.888252149|671.3412803532009|UCaWd5_7JhbQBe4dknZhsHJg
245|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
95|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
590|CA|xoxxxoooxo|Gaming & Apps|Music|xoxxxoooxo|28600000|Electronic music|Music,Rhythm and blues,Hip hop music,Electronic music,Pop music,Soul music|18425347.546666667|25|0.3195107737089202|0.0865760061032864|18863047171|8189141.75|||||2297914.0|2297914.0|6009.72|UC0WP5P-ufpRfjbNrmOWwLBQ
670|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
470|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
790|CA|xoxxxoooxo|Gaming & Apps|Music|xoxxxoooxo|28600000|Electronic music|Music,Rhythm and blues,Hip hop music,Electronic music,Pop music,Soul music|18425347.546666667|25|0.3195107737089202|0.0865760061032864|18863047171|8189141.75|||||2297914.0|2297914.0|6009.72|UC0WP5P-ufpRfjbNrmOWwLBQ
541|CA|Super Simple Songs - Kids Songs|Music|Education|Super Simple Songs - Kids Songs|34600000|Music|Music,Movies,Entertainment|15938779.126213592|73|0.422444050844338|0.0840710499038506|36596355848|17129182.5|||573655.0|1047891.5|1401346.0|2873643.333333333|20.024271844660195|UCLsooMJoIpl_7ux2jvdPB-Q
320|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
741|CA|Super Simple Songs - Kids Songs|Music|Education|Super Simple Songs - Kids Songs|34600000|Music|Music,Movies,Entertainment|15938779.126213592|73|0.422444050844338|0.0840710499038506|36596355848|17129182.5|||573655.0|1047891.5|1401346.0|2873643.333333333|20.024271844660195|UCLsooMJoIpl_7ux2jvdPB-Q
20|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
847|CA|WatchMojo.com||Entertainment|WatchMojo.com|24500000|Entertainment|Entertainment,TV shows,Movies|89134391.8423841|79|0.007191424138397|0.0045206567174143|15567059078|196718.96538461535|26309.375|56216.17391304348|66655.63265306123|74661.97916666667|95399.0808080808|106078.888252149|671.3412803532009|UCaWd5_7JhbQBe4dknZhsHJg
395|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
170|CA|Justin Bieber|Gaming & Apps|Music|Justin Bieber|69400000|Music|Music,Hip hop music,Pop music,Rhythm and blues|39350061.94166667|46|0.077374731628242|0.0088740872958693|28347084231|6148176.5||||||448905.5|7644.166666666667|UCIwFjwMjI0y7PDBVEO9-bkQ
128|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
428|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
203|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
503|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
353|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
703|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
53|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
278|CL|HolaSoyGerman.|Music|Entertainment|HolaSoyGerman.|43300000|Entertainment|Entertainment,Movies|222616795.2|59|1.018686754272517|0.0408966087759815|4725838896|56337958.0|0.0|0.0|0.0|0.0|0.0|0.0|133934.96|UCZJ7m7EnCNodqnu5SAtg8eQ
